mouse_name,eid
SWC_AY_009,e866aa33-6344-49c1-8c4c-85569324d768
SWC_AY_009,189ea9b9-c848-4fe1-a873-a11f633e3cf2
SWC_AY_009,7a4b0c2c-87aa-4a77-9fb7-a7e7f101d574
SWC_AY_009,e8d72c0a-adaa-42a9-bd44-f8ffb14f059f
SWC_AY_009,c5617b25-9eb2-4503-8364-18ca0c30fa85
SWC_AY_009,7ee50af5-8992-4125-8138-674633b38b44
SWC_AY_009,26afe17a-7260-48a9-bada-d6731ea5ff51
SWC_AY_009,de91c153-0174-47d5-8c11-4966e898fe3c
SWC_AY_009,4c18efad-17c2-4be5-83ee-df26a4632944
SWC_AY_009,f2d11ee4-32ec-4335-989e-01b7fc10ab7c
SWC_AY_009,5e9ea334-7fbb-4a08-97c1-52fb6a7e1cc9
SWC_AY_009,81c79ba5-f023-40da-b364-280625c41b65
SWC_AY_009,42dc692d-61fc-470d-b70d-8134291a7098
SWC_AY_009,39e6306f-9b0f-4d97-8c49-d52ff9a2a84b
SWC_AY_009,93cac5b8-2227-4be3-8998-6810c3f2cabc
SWC_AY_009,a10abe4f-5091-42a9-ad0e-f1c23a357338
SWC_AY_009,5ebcbcaf-e1f8-4a48-a9a2-4f4a951bbd41
SWC_AY_010,93ad9a68-9706-4ce0-a69c-2bc06fb3fb43
SWC_AY_010,b7129e6e-e3d5-494d-a554-3c2d4dfb3544
SWC_AY_010,cb6050c5-c248-4de3-b8b1-c470aeef0dbf
SWC_AY_010,7498d9ac-9c3b-40af-bb24-bfa498175ff2
SWC_AY_010,b7827ee6-6c04-4816-8fe7-453839ec1018
SWC_AY_010,1f032167-c752-4fae-8e63-6c23aaaa2194
SWC_AY_010,d6d45589-00cd-47f6-a2a9-4cd6f76e21b4
SWC_AY_010,56de52a0-6ceb-4455-b438-deddbbec7ea6
SWC_AY_010,c41af6f6-d08e-497b-a3a1-e737cb3bff64
SWC_AY_010,7774e0a2-9c1f-4766-b210-0885a77b37de
SWC_AY_010,75bad027-f598-4805-bf0f-504aaab3b485
SWC_AY_010,d0ce91a7-bf00-48aa-9a72-74afdcfde44f
SWC_AY_010,140b5ee6-3949-44bf-9319-47374796e285
SWC_AY_010,916da34a-1e97-493e-b2e0-536f71ce09b0
SWC_AY_010,d407d391-5cc5-45d2-82e5-e880285fdfb6
SWC_AY_010,5deba555-f7e4-4e5c-98d2-b3e127171156
SWC_AY_010,93cab7b9-2b8a-4c02-8381-79a440f7754d
SWC_AY_010,33b512fc-b75c-4636-8102-04fd96cea47a
SWC_AY_010,e4f36b67-d07c-4fcf-a56c-3055621a713e
SWC_AY_010,856632f2-94cf-442e-96bd-e877345dfa65
SWC_AY_010,71153966-c3b3-4d78-8a62-927c70004f76
SWC_AY_010,7cd570b3-1d14-4579-9465-c6a6183dbf05
SWC_AY_010,da255ce0-3d36-4a69-964b-f1a5e8437a4e
SWC_AY_010,6a9625a5-ef26-4d6a-a4ab-f5f297ff42cd
SWC_AY_010,ef3d5332-be01-405c-9868-ecc52997e5e5
